Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[509]    0.0    0.00    0.00       1         global constructors keyed to _ZN7iObjectC2Ev [509]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [544]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[510]    0.0    0.00    0.00       1         global constructors keyed to _ZN8PlaylistC2Ev [510]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [556]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[511]    0.0    0.00    0.00       1         global constructors keyed to _ZN8cTextureC2ESs [511]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [542]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[512]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cMenuItemC2ESs [512]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [531]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[513]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cMenuModeC2ESsSs [513]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [550]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[514]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cMonoModeC2EPKc [514]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [551]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[515]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cParticleC2EffffffjPf [515]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [533]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[516]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cPlayModeC2EPKc [516]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [552]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[517]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cPlayNode6updateEv [517]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [536]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[518]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cTPPickupC2EiiiP10cPlayTable [518]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [541]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[519]    0.0    0.00    0.00       1         global constructors keyed to _ZN9cTextPaneC2EP5cFontiiii [519]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [547]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[520]    0.0    0.00    0.00       1         global constructors keyed to _ZN9mDrawTextC2Ev [520]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [549]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[521]    0.0    0.00    0.00       1         global constructors keyed to colours [521]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [526]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[522]    0.0    0.00    0.00       1         global constructors keyed to dtime [522]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [527]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[523]    0.0    0.00    0.00       1         global constructors keyed to score [523]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [555]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [1208]
[524]    0.0    0.00    0.00       1         global constructors keyed to white [524]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [543]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _Z15AABBCollision2D8SDL_RectS_ [491]
[525]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [525]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to colours [521]
[526]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [526]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to dtime [522]
[527]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [527]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN16cAnimatedTextureC2Ev [502]
[528]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [528]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN11cDownPickupC2Eii [494]
[529]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [529]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN12cFrameBufferC2Eii [498]
[530]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [530]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cMenuItemC2ESs [512]
[531]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [531]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN11cMenuSpacerD2Ev [495]
[532]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [532]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cParticleC2EffffffjPf [515]
[533]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [533]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN15cParticleSystemC2Ej [501]
[534]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [534]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN7cPickupC2Ev [507]
[535]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [535]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cPlayNode6updateEv [517]
[536]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [536]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN10cPlayTableC2Eii [493]
[537]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [537]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN6cScoreC2Ev [506]
[538]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [538]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN12cScorePickupC2Eiii [499]
[539]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [539]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN5cShipC2EP9c3DSModelj [504]
[540]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [540]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cTPPickupC2EiiiP10cPlayTable [518]
[541]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [541]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN8cTextureC2ESs [511]
[542]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [542]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to white [524]
[543]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [543]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN7iObjectC2Ev [509]
[544]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [544]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN5cFontC2ESsiiSs [503]
[545]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [545]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN6cLabelC2Ev [505]
[546]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [546]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cTextPaneC2EP5cFontiiii [519]
[547]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [547]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN7cWindowC2ESsiiii [508]
[548]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [548]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9mDrawTextC2Ev [520]
[549]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [549]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cMenuModeC2ESsSs [513]
[550]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [550]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cMonoModeC2EPKc [514]
[551]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [551]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN9cPlayModeC2EPKc [516]
[552]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [552]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN11cRandomModeC2EPKc [496]
[553]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [553]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN14cTitleMenuModeC2ESsSs [500]
[554]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [554]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to score [523]
[555]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [555]
                0.00    0.00       1/1           cScore::cScore() [567]
                0.00    0.00       1/1           cTextPane::cTextPane() [583]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN8PlaylistC2Ev [510]
[556]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [556]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN12PlaylistItemC2Ev [497]
[557]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [557]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _Z16get_master_clockv [492]
[558]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [558]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _Z14audio_callbackPvPhi [490]
[559]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [559]
-----------------------------------------------
                0.00    0.00       1/1           Init() [37]
[560]    0.0    0.00    0.00       1         InitGL() [560]
                0.00    0.00       1/8944        init_mode(long long) [84]
                0.00    0.00       1/17889       check_errors() [75]
-----------------------------------------------
                0.00    0.00       1/1           cPlayMode::init() [36]
[561]    0.0    0.00    0.00       1         cPlayTable::operator=(cPlayTable const&) [561]
                0.00    0.00       1/1           std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator=(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > const&) [616]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [618]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[562]    0.0    0.00    0.00       1         cMenuSpacer::cMenuSpacer() [562]
                0.00    0.00       1/1           cMenuItem::cMenuItem(std::string) [572]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[563]    0.0    0.00    0.00       1         cRandomMode::cRandomMode(char const*) [563]
                0.00    0.00       1/2           cPlayMode::cPlayMode(char const*) [453]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[564]    0.0    0.00    0.00       1         cTitleMenuMode::cTitleMenuMode(std::string, std::string) [564]
                0.00    0.00       1/1           cMenuMode::cMenuMode(std::string, std::string) [574]
                0.00    0.00       1/10          cTexture::cTexture(std::string) [310]
-----------------------------------------------
                0.00    0.00       1/1           cMonoMode::cMonoMode(char const*) [576]
[565]    0.0    0.00    0.00       1         mPlayAudioFile::mPlayAudioFile(std::string) [565]
                0.00    0.00       1/2           cAudioFileState::cAudioFileState(char const*) [428]
-----------------------------------------------
                0.00    0.00       1/1           cPlayMode::init() [36]
[566]    0.0    0.00    0.00       1         cScore::reset() [566]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [555]
[567]    0.0    0.00    0.00       1         cScore::cScore() [567]
-----------------------------------------------
                0.00    0.00       1/1           __tcf_5 [1248]
[568]    0.0    0.00    0.00       1         cScore::~cScore() [568]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<cMenuItem*>::allocator() [593]
[569]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<cMenuItem*>::new_allocator() [569]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > > const&) [596]
[570]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > > const&) [570]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::allocator<std::pair<std::string const, iGameMode*> >(std::allocator<std::pair<std::string const, iGameMode*> > const&) [595]
[571]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::new_allocator() [571]
-----------------------------------------------
                0.00    0.00       1/1           cMenuSpacer::cMenuSpacer() [562]
[572]    0.0    0.00    0.00       1         cMenuItem::cMenuItem(std::string) [572]
                0.00    0.00       1/6           cMenuItem::init(std::string, c3DSModel*, std::string) [363]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[573]    0.0    0.00    0.00       1         cMenuMode::additem(cMenuItem*) [573]
                0.00    0.00       1/6           std::vector<cMenuItem*, std::allocator<cMenuItem*> >::push_back(cMenuItem* const&) [367]
-----------------------------------------------
                0.00    0.00       1/1           cTitleMenuMode::cTitleMenuMode(std::string, std::string) [564]
[574]    0.0    0.00    0.00       1         cMenuMode::cMenuMode(std::string, std::string) [574]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >::__normal_iterator() [452]
                0.00    0.00       1/4           iGameMode::iGameMode(std::string) [378]
                0.00    0.00       1/1           std::allocator<cMenuItem*>::allocator() [593]
                0.00    0.00       1/1           std::vector<cMenuItem*, std::allocator<cMenuItem*> >::vector(std::allocator<cMenuItem*> const&) [615]
                0.00    0.00       1/13          std::allocator<cMenuItem*>::~allocator() [291]
-----------------------------------------------
                0.00    0.00       1/1           cPlayMode::mainloop() [2]
[575]    0.0    0.00    0.00       1         cMonoMode::exit() [575]
                0.00    0.00       1/8943        mPlayAudioFile::is_music_finished() [87]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[576]    0.0    0.00    0.00       1         cMonoMode::cMonoMode(char const*) [576]
                0.00    0.00       1/2           cPlayMode::cPlayMode(char const*) [453]
                0.00    0.00       1/1           mPlayAudioFile::mPlayAudioFile(std::string) [565]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[577]    0.0    0.00    0.00       1         cQuitMode::cQuitMode(char const*) [577]
                0.00    0.00       1/4           iGameMode::iGameMode(std::string) [378]
-----------------------------------------------
                0.00    0.00       1/1           cPlayMode::init() [36]
[578]    0.0    0.00    0.00       1         void cTextPane::add<char [10]>(char const (&) [10]) [578]
-----------------------------------------------
                0.00    0.00       1/1           void cTextPane::set<char [22]>(char const (&) [22]) [582]
[579]    0.0    0.00    0.00       1         void cTextPane::add<char [22]>(char const (&) [22]) [579]
-----------------------------------------------
                0.00    0.00       1/1           cPlayMode::init() [36]
[580]    0.0    0.00    0.00       1         void cTextPane::add<char [25]>(char const (&) [25]) [580]
-----------------------------------------------
                0.00    0.00       1/1           cTextPane& operator<< <unsigned short>(cTextPane&, unsigned short) [636]
[581]    0.0    0.00    0.00       1         void cTextPane::add<unsigned short>(unsigned short const&) [581]
-----------------------------------------------
                0.00    0.00       1/1           cPlayMode::init() [36]
[582]    0.0    0.00    0.00       1         void cTextPane::set<char [22]>(char const (&) [22]) [582]
                0.00    0.00       1/8942        cTextPane::clear() [91]
                0.00    0.00       1/1           void cTextPane::add<char [22]>(char const (&) [22]) [579]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [555]
[583]    0.0    0.00    0.00       1         cTextPane::cTextPane() [583]
-----------------------------------------------
                0.00    0.00       1/1           __tcf_6 [1249]
[584]    0.0    0.00    0.00       1         cTextPane::~cTextPane() [584]
-----------------------------------------------
                0.00    0.00       1/1           Init() [37]
[585]    0.0    0.00    0.00       1         cTextPane::operator=(cTextPane const&) [585]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator=(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > const&) [616]
[586]    0.0    0.00    0.00       1         std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::end() const [586]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > const*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >::__normal_iterator(std::vector<cPlayNode*, std::allocator<cPlayNode*> > const* const&) [450]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator=(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > const&) [616]
[587]    0.0    0.00    0.00       1         std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::begin() const [587]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > const*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >::__normal_iterator(std::vector<cPlayNode*, std::allocator<cPlayNode*> > const* const&) [450]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator=(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > const&) [616]
[588]    0.0    0.00    0.00       1         std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::capacity() const [588]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [618]
[589]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::end() const [589]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [451]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [618]
[590]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::begin() const [590]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [451]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [618]
[591]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::capacity() const [591]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert_unique(std::_Rb_tree_iterator<std::pair<std::string const, iGameMode*> >, std::pair<std::string const, iGameMode*> const&) [393]
[592]    0.0    0.00    0.00       1         std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::size() const [592]
-----------------------------------------------
                0.00    0.00       1/1           cMenuMode::cMenuMode(std::string, std::string) [574]
[593]    0.0    0.00    0.00       1         std::allocator<cMenuItem*>::allocator() [593]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<cMenuItem*>::new_allocator() [569]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<cMenuItem*, std::allocator<cMenuItem*> >::_Vector_impl::_Vector_impl(std::allocator<cMenuItem*> const&) [603]
[594]    0.0    0.00    0.00       1         std::allocator<cMenuItem*>::allocator(std::allocator<cMenuItem*> const&) [594]
                0.00    0.00       1/13          __gnu_cxx::new_allocator<cMenuItem*>::new_allocator(__gnu_cxx::new_allocator<cMenuItem*> const&) [287]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_Rb_tree(std::less<std::string> const&, std::allocator<std::pair<std::string const, iGameMode*> > const&) [624]
[595]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::allocator<std::pair<std::string const, iGameMode*> >(std::allocator<std::pair<std::string const, iGameMode*> > const&) [595]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::new_allocator() [571]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_Rb_tree_impl<std::less<std::string>, false>::_Rb_tree_impl(std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > > const&, std::less<std::string> const&) [619]
[596]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > > const&) [596]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > > const&) [570]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_Rb_tree(std::less<std::string> const&, std::allocator<std::pair<std::string const, iGameMode*> > const&) [624]
[597]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::~allocator() [597]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::~new_allocator() [449]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_Rb_tree_impl<std::less<std::string>, false>::~_Rb_tree_impl() [620]
[598]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::~allocator() [598]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > >::~new_allocator() [449]
-----------------------------------------------
                0.00    0.00       1/1           std::map<std::string, iGameMode*, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::map() [608]
[599]    0.0    0.00    0.00       1         std::allocator<std::pair<std::string const, iGameMode*> >::allocator() [599]
                0.00    0.00       1/9           __gnu_cxx::new_allocator<std::pair<std::string const, iGameMode*> >::new_allocator() [316]
-----------------------------------------------
                0.00    0.00       1/1           std::list<cParticleSystem*, std::allocator<cParticleSystem*> >::clear() [610]
[600]    0.0    0.00    0.00       1         std::_List_base<cParticleSystem*, std::allocator<cParticleSystem*> >::_M_clear() [600]
-----------------------------------------------
                0.00    0.00       1/1           std::list<cPickup*, std::allocator<cPickup*> >::clear() [611]
[601]    0.0    0.00    0.00       1         std::_List_base<cPickup*, std::allocator<cPickup*> >::_M_clear() [601]
-----------------------------------------------
                0.00    0.00       1/1           std::list<iObject*, std::allocator<iObject*> >::clear() [612]
[602]    0.0    0.00    0.00       1         std::_List_base<iObject*, std::allocator<iObject*> >::_M_clear() [602]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<cMenuItem*, std::allocator<cMenuItem*> >::_Vector_base(std::allocator<cMenuItem*> const&) [604]
[603]    0.0    0.00    0.00       1         std::_Vector_base<cMenuItem*, std::allocator<cMenuItem*> >::_Vector_impl::_Vector_impl(std::allocator<cMenuItem*> const&) [603]
                0.00    0.00       1/1           std::allocator<cMenuItem*>::allocator(std::allocator<cMenuItem*> const&) [594]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<cMenuItem*, std::allocator<cMenuItem*> >::vector(std::allocator<cMenuItem*> const&) [615]
[604]    0.0    0.00    0.00       1         std::_Vector_base<cMenuItem*, std::allocator<cMenuItem*> >::_Vector_base(std::allocator<cMenuItem*> const&) [604]
                0.00    0.00       1/1           std::_Vector_base<cMenuItem*, std::allocator<cMenuItem*> >::_Vector_impl::_Vector_impl(std::allocator<cMenuItem*> const&) [603]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > > std::copy<__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > const*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > > >(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > const*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > const*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >) [630]
